Components,Edges
['(475-2483)'],1
['(475-2484)'],1
['(1356-1357)'],1
['(116-2030)'],1
['(1191-1076)'],1
['(1191-1079)'],1
['(1191-1340)'],1
['(1344-1309)'],1
['(1344-3186)'],1
['(1344-2966)' | '(1344-1288)' | '(1344-1219)' | '(1191-1344)'],4
['(1010-2920)'],1
['(1010-2924)'],1
['(3998-5041)'],1
['(989-2895)'],1
['(2275-3958)'],1
['(2275-3961)'],1
['(801-2725)'],1
['(801-2727)'],1
['(945-2846)'],1
['(945-4409)'],1
['(945-4410)'],1
['(201-2159)'],1
['(1484-2071)'],1
['(1484-3324)'],1
['(736-743)'],1
['(736-745)'],1
['(3528-4797)'],1
['(4800-5503)'],1
['(1740-3498)'],1
['(998-2899)'],1
['(382-2346)'],1
['(2351-1779)'],1
['(2351-3172)'],1
['(2352-2699)' | '(2352-63)' | '(382-2352)'],3
['(381-384)'],1
['(4360-5232)'],1
['(4360-5233)'],1
['(4360-5234)'],1
['(1734-5176)'],1
['(962-1778)'],1
['(962-1781)'],1
['(962-1783)'],1
['(2524-5840)'],1
['(2721-4290)'],1
['(1986-1103)' | '(81-1986)'],2
['(81-1991)'],1
['(4121-5084)'],1
['(458-467)'],1
['(4000-5038)'],1
['(4000-294)' | '(2315-4000)'],2
['(372-2316)'],1
['(2318-4011)'],1
['(370-374)'],1
['(370-375)'],1
['(764-768)'],1
['(764-772)'],1
['(906-912)'],1
['(1255-3116)'],1
['(1540-1543)'],1
['(3981-5496)'],1
['(6241-6256)'],1
['(6241-6257)'],1
['(3981-6242)'],1
['(3797-5891)'],1
['(6049-6140)'],1
['(6229-6253)'],1
['(6229-6254)'],1
['(6049-6142)'],1
['(3797-5894)'],1
['(2702-4267)'],1
['(4269-4797)' | '(2702-4269)'],2
['(769-2703)'],1
['(412-5502)'],1
['(197-207)'],1
['(4725-5456)'],1
['(1636-3391)'],1
['(1063-2987)'],1
['(1063-2990)'],1
['(1057-1065)'],1
['(1547-3342)'],1
['(554-4515)'],1
['(1025-5107)'],1
['(1025-5108)'],1
['(1749-3506)'],1
['(5847-6026)'],1
['(5847-6028)'],1
['(5847-6029)'],1
['(5847-6030)'],1
['(1749-3508)'],1
['(267-2233)'],1
['(1881-3633)'],1
['(2440-5305)'],1
['(885-2773)' | '(878-885)'],2
['(448-2439)'],1
['(3129-4548)'],1
['(4144-5098)'],1
['(4144-1481)' | '(4144-462)' | '(4144-322)' | '(2498-4144)'],4
['(4146-3372)'],1
['(4146-5103)'],1
['(4146-621)' | '(2498-4146)'],2
['(2498-4147)'],1
['(805-2738)'],1
['(805-2739)'],1
['(804-806)'],1
['(804-807)'],1
['(2757-3882)'],1
['(2757-4406)'],1
['(2757-1829)' | '(873-2757)'],2
['(873-2759)'],1
['(873-2760)'],1
['(1370-1373)'],1
['(2133-3880)'],1
['(3881-4975)'],1
['(1951-3113)' | '(64-1951)'],2
['(250-4181)'],1
['(2578-4224)'],1
['(667-2580)'],1
['(238-2182)'],1
['(238-2183)'],1
['(238-2185)'],1
['(629-1432)'],1
['(1842-3578)'],1
['(1842-3582)'],1
['(2428-2193)' | '(2428-1766)' | '(2428-532)' | '(2428-451)' | '(955-2428)'],5
['(1968-3736)'],1
['(102-2028)'],1
['(165-2123)'],1
['(162-166)'],1
['(866-2763)'],1
['(2593-4190)'],1
['(2593-4192)'],1
['(2411-4089)'],1
['(2411-4090)'],1
['(424-2415)'],1
['(2961-3242)'],1
['(247-1069)'],1
['(247-1073)'],1
['(247-1074)'],1
['(21-1919)'],1
['(2014-3792)'],1
['(2014-3793)'],1
['(756-761)'],1
['(979-1320)'],1
['(572-4318)'],1
['(356-980)'],1
['(356-2323)'],1
['(2464-4119)'],1
['(2464-892)' | '(2464-182)' | '(490-2464)'],3
['(490-2466)'],1
['(325-2270)'],1
['(1666-4499)'],1
['(1780-3533)'],1
['(1780-3534)'],1
['(3535-32)' | '(1780-3535)'],2
['(2761-4299)'],1
['(2281-2498)' | '(2281-2275)' | '(2281-930)' | '(2281-344)' | '(2001-2281)'],5
['(351-357)'],1
['(351-358)'],1
['(83-2000)'],1
['(1137-3005)'],1
['(1137-3008)'],1
['(257-1302)'],1
['(257-1304)'],1
['(1055-2969)'],1
['(5404-5805)'],1
['(251-2206)'],1
['(251-2208)'],1
['(251-2210)'],1
['(978-2877)'],1
['(978-2882)'],1
['(20-1908)'],1
['(4083-4317)' | '(2396-4083)'],2
['(422-2401)'],1
['(422-2402)'],1
['(440-5476)'],1
['(967-2855)'],1
['(967-2856)'],1
['(1202-3105)' | '(280-1202)'],2
['(284-2239)'],1
['(284-2242)'],1
['(284-503)' | '(284-32)' | '(279-284)'],3
['(279-287)'],1
['(1882-3624)'],1
['(3627-4869)'],1
['(3627-3699)' | '(3627-3022)' | '(1882-3627)'],3
['(3628-352)' | '(1882-3628)'],2
['(1163-4494)'],1
['(1163-4495)'],1
['(1163-4496)'],1
['(1163-4497)'],1
['(1163-4498)'],1
['(1162-1164)'],1
['(1162-1166)'],1
['(2589-4185)' | '(686-2589)'],2
['(2590-4186)'],1
['(2590-57)' | '(686-2590)'],2
['(2591-4188)'],1
['(2591-1162)' | '(686-2591)'],2
['(3317-4678)'],1
['(1476-3317)'],1
['(1476-3320)'],1
['(3321-4014)' | '(3321-1926)' | '(3321-1913)' | '(1476-3321)'],4
['(2377-4064)'],1
['(1814-3546)'],1
['(1814-3548)'],1
['(1361-3239)'],1
['(1361-3240)'],1
['(110-2029)'],1
['(786-2714)'],1
['(135-2100)'],1
['(135-2101)'],1
['(1589-3366)'],1
['(1589-3368)'],1
['(697-2598)'],1
['(4208-5133)'],1
['(4208-5134)'],1
['(5135-5647)'],1
['(5135-5648)'],1
['(5135-5649)'],1
['(5921-6068)'],1
['(6069-650)'],1
['(6069-6167)'],1
['(5651-2379)'],1
['(5651-5919)'],1
['(5135-5652)'],1
['(4208-5136)'],1
['(693-2608)'],1
['(693-2609)'],1
['(693-2610)'],1
['(1004-1760)'],1
['(1004-2212)'],1
['(326-2277)'],1
['(326-2280)'],1
['(326-2282)'],1
['(326-2283)'],1
['(2284-4105)'],1
['(326-2284)'],1
['(248-915)'],1
['(248-917)'],1
['(248-920)'],1
['(176-2122)'],1
['(390-393)'],1
['(390-394)'],1
['(390-395)'],1
['(398-176)' | '(390-398)'],2
['(423-2404)'],1
['(423-2406)'],1
['(3060-3609)'],1
['(3060-92)' | '(1198-3060)'],2
['(3063-926)' | '(3063-707)' | '(1198-3063)'],3
['(62-1959)'],1
['(62-1960)'],1
['(62-1962)'],1
['(62-1963)'],1
['(146-5942)'],1
['(4-1902)'],1
['(8-1905)'],1
['(2070-3834)'],1
['(2070-3835)'],1
['(125-2072)'],1
['(125-2073)'],1
['(3382-1547)' | '(1620-3382)'],2
['(3383-4722)'],1
['(5443-5825)'],1
['(4724-5444)'],1
['(4724-5445)'],1
['(4724-5446)'],1
['(1895-1860)' | '(3-1895)'],2
['(3-1897)'],1
